Date,Price,Volume,Hashrate
11/16/2011,2.414930045,4028.810492,
11/17/2011,2.405571503,1646.149217,
11/18/2011,2.250069326,1772.029721,
11/19/2011,2.265146444,2325.258109,
11/20/2011,2.240030175,1411.634155,
11/21/2011,2.302346382,1205.486721,
11/22/2011,2.332181115,2598.847753,
11/23/2011,2.352022065,1117.443294,
11/24/2011,2.46312996,347.9346708,
11/25/2011,3.349516534,1276.895392,
11/26/2011,2.506464878,1575.073084,
11/27/2011,2.462560266,1592.296253,
11/28/2011,2.57888456,2139.853912,
11/29/2011,2.810075002,68974.37659,
11/30/2011,2.854179359,351038.6039,
12/1/2011,3.079725357,198667.167,
12/2/2011,3.093656706,181395.5778,
12/3/2011,2.996888816,363481.9576,
12/4/2011,2.756653816,262357.6641,
12/5/2011,2.861944686,85000.18952,
12/6/2011,2.973571472,168614.5655,
12/7/2011,3.034999533,170303.856,
12/8/2011,2.987773034,115875.7077,
12/9/2011,2.988235619,95662.54432,
12/10/2011,3.009336124,225771.6793,
12/11/2011,3.2099719,340100.3794,
12/12/2011,3.24232504,113224.8492,
12/13/2011,3.232733993,93096.01894,
12/14/2011,3.177672559,146489.1187,
12/15/2011,3.210444208,77820.32242,
12/16/2011,3.202449346,89540.59951,
12/17/2011,3.205767753,50878.21288,
12/18/2011,3.222677506,35217.66199,
12/19/2011,3.41140569,479934.4274,
12/20/2011,4.020434751,740077.3856,
12/21/2011,3.955020351,193712.3299,
12/22/2011,3.878988109,218587.6181,
12/23/2011,3.956657766,82656.73876,
12/24/2011,3.967273011,59894.13533,
12/25/2011,4.119397826,337476.0046,
12/26/2011,4.066443422,362676.8764,
12/27/2011,4.061571776,122262.2129,
12/28/2011,4.16656611,141139.6852,
12/29/2011,4.224068482,225675.5989,
12/30/2011,4.220157058,174129.0717,
12/31/2011,4.46400214,596374.4356,
1/1/2012,4.959525605,554246.8263,
1/2/2012,5.27988258,363731.6126,
1/3/2012,5.042585957,622197.8219,
1/4/2012,5.201858681,693610.2042,
1/5/2012,6.158136252,1138059.006,
1/6/2012,6.741596278,1489088.337,
1/7/2012,6.709563947,325207.036,
1/8/2012,7.032500563,404447.8714,
1/9/2012,6.630375935,965565.6335,
1/10/2012,6.42961415,709730.5968,
1/11/2012,6.822387525,681216.5016,
1/12/2012,6.809891319,946686.0375,
1/13/2012,6.653977547,399800.1558,
1/14/2012,6.564207843,932248.8357,
1/15/2012,6.863914965,430396.7846,
1/16/2012,6.879819222,841489.0867,
1/17/2012,6.561039478,1307825.431,
1/18/2012,5.922623962,1358715.515,
1/19/2012,6.175105173,712855.9775,
1/20/2012,6.500945689,432591.4016,
1/21/2012,6.366868062,408606.5976,
1/22/2012,6.2598706,283486.9192,
1/23/2012,6.315210881,114495.5516,
1/24/2012,6.339131905,226592.8199,
1/25/2012,6.132330367,787602.6737,
1/26/2012,5.705110415,695754.7085,
1/27/2012,5.300569459,613059.217,
1/28/2012,5.462217337,499626.658,
1/29/2012,5.516356045,255149.3805,
1/30/2012,5.515420107,234701.7435,
1/31/2012,5.564274803,270539.8865,
2/1/2012,5.684739892,674804.2642,
2/2/2012,6.066464078,333874.2384,
2/3/2012,6.002551483,356640.5619,
2/4/2012,5.954477236,123222.0962,
2/5/2012,5.712519149,686579.5372,
2/6/2012,5.58827007,503257.2015,
2/7/2012,5.615864871,413842.5583,
2/8/2012,5.652533759,1344999.13,
2/9/2012,5.723934952,519740.3411,
2/10/2012,5.885250706,234685.8264,
2/11/2012,5.842111162,400535.6596,
2/12/2012,5.669235171,462059.3767,
2/13/2012,5.441569488,915253.3255,
2/14/2012,4.869114662,1411228.344,
2/15/2012,4.7058246,744733.0735,
2/16/2012,4.407759085,704701.4927,
2/17/2012,4.535363358,607939.7634,
2/18/2012,4.339443259,303783.57,
2/19/2012,4.297813804,272415.2148,
